id,date_occurred,time_of_day,time_of_day_recode,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_coastal_state_cow_code,latitude,longitude,location_precision,geolocation_source_imb,geolocation_source_imo,geolocation_source_asam,location_description,vessel_name,vessel_country,vessel_country_cow_code,vessel_status,violence_dummy,steaming_recode,incident_type_recode,incident_action_recode,,
,5/24/94,3:30:00 AM,4,Actual,Boarded,Indonesia,Indonesia,850,3.7836667,98.70066667,2,1,,1,"Belawan, Indonesia",Nordstar,Panama,95,Unspecified,,-99,1,2,,
,5/30/94,12:20:00 AM,4,Actual,Boarded,Indonesia,Indonesia,850,0.083333333,117.5666667,1,1,,1,Indonesia,Pacific Gas,St. Vincent & Grenadines,57,Unspecified,,-99,1,2,,
,5/30/94,2:35:00 AM,4,Actual,Boarded,Brazil,Brazil,140,-24.637,-46.305,2,1,,0,"Santos Roads, Brazil",Cap Polonio,Germany,260,Unspecified,,-99,1,2,,
,5/30/94,4:30:00 AM,4,Actual,Boarded,Indonesia,Indonesia,850,3.7836667,98.70066667,2,1,,0,"Belawan Roads, Indonesia",Ocean GR,Malta,338,Unspecified,,-99,1,2,,
,6/4/94,2:45:00 PM,2,Attempted,,Philippines,Philippines,840,6.133333333,122.1666667,1,1,,0,Philippines,Wold Quince,Panama,95,Unspecified,,-99,0,-99,,
,6/7/94,4:30:00 AM,4,,,Malaysia,Malaysia,820,1.666666667,104.6,1,1,,1,Malaysia,vviva,Norway,385,Unspecified,,-99,-99,-99,,
,6/9/94,2:30:00 AM,4,Actual,Boarded,Brazil,Brazil,140,-24.637,-48.48766667,2,1,,1,"Alemoa Terminal, Santos, Brazil",San Giovanni,Italy,325,Unspecified,,-99,1,2,,
,6/13/94,4:48:00 AM,4,Actual,Boarded,Malaysia,Malaysia,820,5.815,118.0555,2,1,,0,"No.2 Jetty, Sandakan, Malaysia",Asian Venture,Singapore,830,Unspecified,,-99,1,2,,
,6/15/94,7:00:00 PM,3,Actual,Boarded,Indonesia,Indonesia,850,-0.540166667,117.1383333,2,1,,0,"Samarinda Anchorage, Indonesia",Toyo,Japan,740,Unspecified,,-99,1,2,,
,6/19/94,3:00:00 AM,4,Actual,Boarded,Indonesia,Indonesia,850,-7.203833333,112.7235,2,1,,0,"Wharf 108, Surabaya, Indonesia",Bass Reefer,Bahamas,31,Unspecified,,-99,1,2,,
,7/1/94,4:00:00 AM,4,Actual,Boarded,Indonesia,Indonesia,850,0.033333333,117.6166667,1,1,,0,Indonesia (Documented coordinates 2:00.0N/117:37.0E locates in a forested area. Recoded due N to 2:00.54N in the waterway nearby),Bonny,Bahamas,31,Unspecified,,-99,1,2,,
,7/16/94,2:00:00 AM,4,Attempted,,China,China,710,22.555,114.1945,2,1,,0,"South Lamma DG, Hong Kong",Ervilia,Isle of Man,200,Unspecified,,-99,0,-99,,
,7/17/94,8:50:00 PM,3,Attempted,,Taiwan,Taiwan,713,21.25,119.05,1,1,,0,South China Sea,Rheingas,Singapore,830,Unspecified,,-99,0,-99,,
,7/18/94,Unspecified,-99,Actual,Boarded,Brazil,Brazil,140,-22.8765,-43.19133333,2,1,,0,"Inner Roads, Rio de Janeiro, Brazil",Mister Michael,Greece,350,Unspecified,,-99,1,2,,
,7/19/94,12:09:00 AM,4,Attempted,,Taiwan,Taiwan,713,20.13333333,115.8666667,1,1,,0,HLH Area,New Hailee,Panama,95,Unspecified,,-99,0,-99,,
,7/26/94,3:45:00 AM,4,Actual,Boarded,Malaysia,Malaysia,820,5.8,118.0833333,2,1,,0,"Sandakan Anchorage, Malaysia",Gloria Ace,Singapore,830,Unspecified,,-99,1,2,,
,7/26/94,7:40:00 AM,1,Attempted,,China,China,710,29.63,123.1866667,1,1,,0,East China Sea,Kropotkin,Russia,365,Unspecified,,-99,0,-99,,
,8/2/94,4:30:00 AM,4,Actual,Boarded,Philippines,Philippines,840,15.01333333,121.5933333,2,1,,1,"Outer Road, Manila, Philippines",Gorno Altaysk,Russia,365,Unspecified,,-99,1,2,,
,8/14/94,4:45:00 AM,4,Actual,Boarded,Brazil,Brazil,140,-20.32066667,-40.335,2,1,,1,"Victoria Roads, Brazil",Alexandergracht,Netherlands,210,Unspecified,,-99,1,2,,
,8/16/94,3:50:00 AM,4,Actual,Boarded,Brazil,Brazil,140,-24.07033333,-46.30933333,3,1,,1,"Santos Roads, 2nm S of Pt. Ross, Brazil (Measured 5km S of port)",Maersk La Plata,Germany,260,Unspecified,,-99,1,2,,
,8/19/94,Unspecified,-99,Actual,Boarded,Philippines,Philippines,840,14.52116667,120.9428333,2,1,,1,"Manila Bay, Philippines",Fukumaru,Japan,740,Unspecified,,-99,1,2,,
,8/21/94,1:10:00 PM,2,Actual,Boarded,Bangladesh,Bangladesh,771,22.223,91.806,,1,,1,"Karnaphuli River, Bangladesh ",MV Young II,Korea,732,Unspecified,,-99,1,2,,
,8/24/94,12:30:00 AM,4,Actual,Boarded,Indonesia,Indonesia,850,-6.016666667,105.9333333,1,1,,0,Indonesia,Caroline Oldendorff,Liberia,450,Unspecified,,-99,1,2,,
,8/26/94,2:30:00 AM,4,Actual,Boarded,Indonesia,Indonesia,850,-6.008166667,105.9535,2,1,,1,"Cigading Port, Indonesia",Torben Spirit,Bahamas,31,Unspecified,,-99,1,2,,
,8/31/94,2:10:00 PM,2,Actual,Boarded,Malaysia,Malaysia,820,1.5505,104.679,2,1,,0,"Horsburg Lighthouse, Singapore Straits",C. Tahsin,Turkey,640,Unspecified,,-99,1,2,,
,8/31/94,10:45:00 PM,3,Actual,Boarded,Malaysia,Malaysia,820,1.5505,104.679,2,1,,1,"Horsburg Lighthouse, Singapore Straits",Essberger Pioneer,Bahamas,31,Unspecified,,-99,1,2,,
,9/9/94,3:30:00 AM,4,Attempted,,China,China,710,18.36666667,113.4666667,1,1,,0,HLH Area,Lyki,Panama,95,Unspecified,,-99,0,-99,,
,9/12/94,1:20:00 AM,4,Actual,Boarded,Vietnam,Vietnam,816,20.64,106.8833333,2,1,,0,"Haiphong Roads, Vietnam",Mekong Spring,Malta,338,Unspecified,,-99,1,2,,
,9/17/94,3:50:00 AM,4,Actual,Boarded,China,China,710,22.31933333,114.1558333,2,1,,0,"SW Lamma Anchorage, Hong Kong",Maritime Omi,Denmark,390,Unspecified,,-99,1,2,,
,9/27/94,4:30:00 AM,4,Attempted,,Philippines,Philippines,840,19.13333333,119.0833333,1,1,,0,HLH Area,Chitra,Panama,95,Unspecified,,-99,0,-99,,
,10/3/94,2:50:00 AM,4,Attempted,,Spratly Islands,Vietnam,816,11.61666667,113.45,1,1,,0,South China Sea,NA,Hong Kong,710,Unspecified,,-99,0,-99,,
,10/10/94,11:45:00 PM,3,Actual,Boarded,Cote d'Ivoire,Cote d'Ivoire,437,5.293166667,-4,2,1,,0,"Abidjan Roads, Ivory Coast",Nordic Bulker,Panama,95,Unspecified,,-99,1,2,,
,10/16/94,7:00:00 AM,1,Attempted,,Papua New Guinea,Papua New Guinea,910,-6.258333333,155.9033333,1,1,,0,"Bougainville Province, Papau New Guinea",Club Med II,France,220,Unspecified,,-99,0,-99,,
,10/20/94,8:30:00 PM,3,Actual,Boarded,Ecuador,Ecuador,130,-2.52,-80.08666667,,1,,1,"Guayaquil Port, Ecuador",Sea Wind,Greece,350,Unspecified,,-99,1,2,,
,10/21/94,8:00:00 PM,3,Actual,Boarded,Indonesia,Indonesia,850,-7.203833333,112.7235,2,1,,0,"Container Pier, Surabaya, Indonesia",Estebrugge,Netherlands Antilles,210,Unspecified,,-99,1,2,,
,10/25/94,12:00:00 AM,2,Actual,Boarded,China,China,710,22.16,114.1216667,1,1,,0,Hong Kong Anchorage,United Ambition,Liberia,450,Unspecified,,-99,1,2,,
,10/25/94,Unspecified,-99,Actual,Boarded,Indonesia,Indonesia,850,-7.203833333,112.7235,2,1,,1,"Inner Anchorage, Surabaya, Indonesia",Reestborg,Netherlands,210,Unspecified,,-99,1,2,,
,10/27/94,12:10:00 AM,4,Actual,Boarded,Indonesia,Indonesia,850,-3,107.3,1,1,,1,Indonesia,Windward,Greece,350,Unspecified,,-99,1,2,,
,11/3/94,2:40:00 AM,4,Actual,Boarded,Indonesia,Indonesia,850,-6.0338333,106.8866667,,1,,1,"Jakarta Roads, Indonesia",Melgar,Singapore,830,Unspecified,,-99,1,2,,
,11/4/94,1:00:00 PM,2,Actual,Boarded,Ecuador,Ecuador,130,-2.52,-80.08666667,,1,,1,"Guayaquil Port, Ecuador",Sea Wave,Cyprus,352,Unspecified,,-99,1,2,,
,11/14/94,11:00:00 PM,3,Actual,Boarded,Indonesia,Indonesia,850,-3.025,107.2916667,1,1,,1,Indonesia,Dove Arrow,Bahamas,31,Unspecified,,-99,1,2,,
,11/15/94,Unspecified,-99,Actual,Boarded,Indonesia,Indonesia,850,1.4,104.5833333,1,1,,1,Indonesia,Yaya,Cyprus,352,Unspecified,,-99,1,2,,
,11/21/94,11:20:00 AM,1,Attempted,,Indonesia,Indonesia,850,-5.973166667,106.8833333,3,1,,0,"3.7nm from Breakwater, Jakarta, Indonesia",Fortunate Star,Malta,338,Unspecified,,-99,0,-99,,
,11/22/94,11:30:00 PM,3,Actual,Boarded,Indonesia,Indonesia,850,-2.866666667,107.3,1,1,,1,Indonesia,Essverger Pioneer,Singapore,830,Unspecified,,-99,1,2,,
,11/23/94,1:00:00 AM,4,Actual,Boarded,Indonesia,Indonesia,850,-2.933333333,107.2833333,1,1,,1,Indonesia,Continental Spirit,Liberia,450,Unspecified,,-99,1,2,,
,11/26/94,1:25:00 PM,2,Actual,Boarded,Ecuador,Ecuador,130,-2.356667,-79.998333,,1,,1,"Gye Inner Roads, Ecuador (GYE is for Guayaquil)",Caria,Liberia,450,Unspecified,,-99,1,2,,
,11/26/94,1:57:00 PM,2,Attempted,,Philippines,Philippines,840,16.55333333,119.7266667,1,1,,1,HLH Area,Audacious,Bahamas,31,Unspecified,,-99,0,-99,,
,11/27/94,4:30:00 AM,4,Attempted,,South Korea,South Korea,732,33.7,125.2833333,1,1,,1,Yellow Sea,Sea Bird,Denmark,390,Unspecified,,-99,0,-99,,
,11/27/94,5:15:00 AM,4,Actual,Boarded,Brazil,Brazil,140,-24.01333333,-46.35166667,1,1,,1,"Santos Roads, Brazil",Ocean Competence,Singapore,830,Unspecified,,-99,1,2,,
,11/30/94,,-99,Actual,Hijacked,Iran,Iran,630,29.8115,53.8958,4,1,,0,Iranian Territorial Waters,Dunay,,,Steaming,0,1,1,1,,
,11/30/94,,-99,Actual,Hijacked,Iran,Iran,630,29.8115,53.8958,4,1,,0,Iranian Territorial Waters,Ellam,,,Steaming,0,1,1,1,,
,11/30/94,,-99,Actual,Hijacked,Iran,Iran,630,29.8115,53.8958,4,1,,0,Iranian Territorial Waters,Nilkamtha,,,Steaming,0,1,1,1,,
,11/30/94,,-99,Actual,Hijacked,Iran,Iran,630,29.8115,53.8958,4,1,,0,Iranian Territorial Waters,Sree Vishnu,,,Steaming,1,1,1,1,,
,11/30/94,,-99,Actual,Hijacked,Bangladesh,Bangladesh,771,21.9721,90.0183,4,1,,0,"In the vicinity of Barguana, Bangladesh",Allya,,,Steaming,1,1,1,1,,
,12/6/94,8:45:00 PM,3,Actual,Boarded,Indonesia,Indonesia,850,-2.866666667,107.2666667,1,1,,1,Indonesia,Eagle Tide,Panama,95,Unspecified,,-99,1,2,,
,12/9/94,12:00:00 AM,3,Actual,Boarded,Malaysia,Malaysia,820,5.823333333,118.115,1,1,,1,Malaysia,Nanyo,Panama,95,Unspecified,,-99,1,2,,
,12/28/94,Afternoon Hours,2,Actual,Boarded,Indonesia,Indonesia,850,-6.0338333,106.8866667,2,1,,0,"Jakarta Anchorage, Indonesia",Anro Australia,Australia,900,Unspecified,,-99,1,2,,
,1/5/95,,-99,Actual,Boarding,Indonesia,Indonesia,850,-7.1766667,112.6866667,1,1,,0,"Inner Anchorage Surabaya Port, Indonesia",Bunga Kerayong,,,Unspecified,0,-99,1,2,,
,1/7/95,,-99,Actual,Boarding,China,China,710,37.4386667,122.185,2,1,,1,"Subic freeport, Manila, Philippines",Kafu Maru,,,Unspecified,0,-99,1,2,,
,1/8/95,5:30:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,3.7766667,98.6766667,2,1,,0,"Belawan Port, Indonesia",Troianu,,,Anchored,0,2,1,2,,
,1/10/95,,-99,Actual,Boarding,Russia,Russia,365,43.11666667,131.8833333,4,1,,1,"Near Vladivostok, GOS",Alaksey Chuyer,,,Unspecified,1,-99,1,2,,
,1/18/95,,-99,Actual,Boarding,Indonesia,Indonesia,850,3.98,98.7983333,1,1,,0,"Belawan Anchorage, Indonesia",Captain George II,,,Anchored,0,2,1,2,,
,1/21/95,6:00:00 PM,-99,Attempted,,Philippines,Philippines,840,18.425,120.0866667,1,1,,1,HLH Area (Hong Kong - Luzon - Hainan),Ocean Glory,,,Steaming,0,1,0,-99,,
,1/23/95,12:15:00 AM,4,Actual,Boarding,Malaysia,Malaysia,820,5.8133333,118.105,1,1,,0,"Sandankan Anchorage Sabah, Malaysia",Norbulk Pine,,,Anchored,0,2,1,2,,
,1/23/95,3:30:00 AM,4,Attempted,,Philippines,Philippines,840,16.6,120.8166667,1,1,,1,HLH Area (Hong Kong - Luzon - Hainan),Golden Alpha,,,Steaming,0,1,0,-99,,
,1/26/95,5:00:00 PM,2,Actual,Boarding,Tanzania,Tanzania,510,-6.775,39.3533333,2,1,,1,"Dar Es Salam Anchorage, Africa",Pegasus,,,Anchored,0,2,1,2,,
,1/28/95,,-99,Actual,Hijacked,Iran,Iran,630,26.8085,52.0142,4,1,,0,Persian Gulf,Shaiboub,,,Unspecified,1,-99,1,1,,
,1/31/95,10:00:00 PM,3,Actual,Boarding,Indonesia,Indonesia,850,-6.0886667,106.875,2,1,,1,"Jakarta Anchorage, 3.5 M OFF Indonesia",Darya Chand,,,Anchored,0,2,1,2,,
,2/3/95,,-99,Actual,Boarding,Indonesia,Indonesia,850,3.7766667,98.6766667,4,1,,1,"Belawan Roads, Belawan Indonesia",Kapetan Elias,,,Unspecified,0,-99,1,2,,
,2/4/95,2:30:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-1.2766667,116.7966667,1,1,,1,"Balik Papan Anchorage, Kalimantan, Indonesia",Bunga Kerayong,,,Anchored,0,2,1,2,,
,2/11/95,,-99,Actual,Boarding,Brazil,Brazil,140,-22.8933333,-43.1666667,2,1,,1,"Rio de Janeiro, Brazil",Regina,,,Anchored,0,2,1,2,,
,2/15/95,9:15:00 PM,3,Actual,Boarding,Vietnam,Vietnam,816,7.3,108.5833333,1,1,,1,South China Sea,Lucky Trader No. 1,,,Steaming,1,1,1,2,,
,2/19/95,,-99,Actual,Boarding,Panama,Panama,95,8.29,-80.3448,3,1,,1,"Off Panama Coast, Panama",Pleasure Craft,,,Unspecified,1,-99,1,2,,
,2/21/95,12:00:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-6.0083333,105.9466667,1,1,,0,"Anyer Inner Anchorage, Indonesia",LPG Norgas Traveller,,,Anchored,0,2,1,2,,
,2/23/95,,-99,Attempted,,China,China,710,23.2,117.4166667,1,1,,0,Taiwan,Hanjin Kunsan,,,Steaming,0,1,0,-99,,
,2/26/95,,-99,Actual,Boarding,Panama,Panama,95,9.35,-79.91666667,2,1,,0,Cristobal,Shansi,,,Berthed,1,3,1,2,,
,2/28/95,,-99,Attempted,,Somalia,Somalia,520,11.5833333,43.6166667,1,1,,1,"Djibouti, E. Africa",Nourberg Mofarrij,,,Steaming,1,1,0,-99,,
,3/4/95,1:30:00 AM,4,Attempted,,Philippines,Philippines,840,19.675,119.03,1,1,,0,Hong Kong - Luzon - Hainan Area,ACX Iris,,,Steaming,0,1,0,-99,,
,3/7/95,2:15:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-6.0666667,106.15,1,1,,1,"Jakarta Port, Indonesia",Bunga Melor Satu,,,Anchored,0,2,1,2,,
,3/7/95,3:15:00 PM,2,Actual,Hijacked,China,China,710,22.2666667,114.2,3,1,,0,"7 miles east of TCS1 Buoy, Hong Kong",Xiamen Bridge,,,Steaming,1,1,1,1,,
,3/7/95,,-99,Actual,Boarding,Brazil,Brazil,140,-22.9,-43.2,4,1,,0,"Alongside Rio de Janeiro, Brazil",Marwan,,,Unspecified,1,-99,1,2,,
,3/7/95,,-99,Actual,Boarding,Brazil,Brazil,140,-22.8933333,-43.1666667,2,1,,1,"No. 3 Berth, Rio de Janiero, Brazil",San Miguel,,,Anchored,1,2,1,2,,
,3/8/95,5:30:00 AM,4,Actual,Boarding,Taiwan,Taiwan,713,21.7166667,117.85,1,1,,0,Hong Kong - Luzon - Hainan Area,Ling Xian,,,Steaming,0,1,1,2,,
,3/15/95,3:00:00 AM,4,Actual,Hijacked,China,China,710,21.8865,113.8571,4,1,,0,"Wanshan Quandeo, Pearl river estuary, China",Wing Lee No. 3,,,Steaming,1,1,1,1,,
,3/15/95,,-99,Actual,Boarding,Algeria,Algeria,615,37.195,3.4539,4,1,,0,Algeria Waters,Biban,,,Unspecified,0,-99,1,2,,
,3/15/95,,-99,Actual,Boarding,Turkey,Turkey,640,41.0166667,29.9666667,2,1,,0,"Istanbul Port, Turkey",Ayvazovskly,,,Anchored,1,2,1,2,,
,3/17/95,,-99,Actual,Hijacked,Iran,Iran,630,26.8085,52.0142,4,1,,1,Persian Gulf,Capriolo,,,Unspecified,1,-99,1,1,,
,3/17/95,,-99,Actual,Hijacked,Iran,Iran,630,26.8085,52.0142,4,1,,1,Persian Gulf,NA,,,Unspecified,1,-99,1,1,,
,3/23/95,9:30:00 PM,3,Actual,Boarding,Indonesia,Indonesia,850,-1,117.2833333,1,1,,0,"Samarinda Anchorage, Kalimantan, Indonesia",Navigatore - D,,,Anchored,0,2,1,2,,
,3/25/95,5:20:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-7.1833333,112.7,1,1,,0,"Surabaya Roads, Inner Anchorage, Indonesia",Reestborg,,,Unspecified,0,-99,1,2,,
,4/1/95,4:10:00 AM,-99,Actual,Boarding,Indonesia,Indonesia,850,-7.1456667,112.0666667,1,1,,1,"Surabaya, Indonesia",Calatang,,,Anchored,0,2,1,2,,
,4/2/95,5:10:00 AM,4,Attempted,,Indonesia,Indonesia,850,-2.7,107.35,1,1,,0,"Gelasa Straits, Indonesia",Konkar Pioneer,,,Steaming,0,1,0,-99,,
,4/3/95,9:12:00 AM,1,Actual,Boarding,Somalia,Somalia,520,12.145,50.81,1,1,,1,Somalia,Full City,,,Steaming,1,1,1,2,,
,4/5/95,6:30:00 AM,1,Attempted,,China,China,710,16.2183333,113.445,1,1,,0,Hong Kong - Luzon - Hainan Area,Amer Prabha,,,Steaming,0,1,0,-99,,
,4/5/95,,-99,Attempted,,Somalia,Somalia,520,4.9115,48.4136,4,1,,1,"Somalia Coast, Africa",Longo Barda,,,Steaming,1,1,0,-99,,
,4/9/95,3:55:00 PM,2,Attempted,,Philippines,Philippines,840,18.7616667,120.82,1,1,,0,"Hong Kong - Luzon - Hainan Area, Philippines",Nikolay Kuznetsov,,,Steaming,0,1,0,-99,,
,4/9/95,,-99,Actual,Boarding,Iran,Iran,630,26.8085,52.0142,4,1,,0,Persian Gulf,Sea Wolf 102,,,Unspecified,0,-99,1,2,,
,4/11/95,9:00:00 PM,3,Attempted,,Philippines,Philippines,840,19.715,121.625,1,1,,1,"Hong Kong - Luzon - Hainan, N. Philippines",LNG Rheingas,,,Steaming,0,1,0,-99,,
,4/11/95,9:00:00 PM,3,Attempted,,Philippines,Philippines,840,19.7166667,121.625,1,1,,0,"Balintan channel, HLH Philippines",,,,Steaming,0,1,0,-99,,
,4/12/95,3:55:00 PM,2,Actual,Boarding,Indonesia,Indonesia,850,-1.0416667,117.25,1,1,,0,"Muara Jawa anchorage, Samarinda, Indonesia",Arctic Trader,,,Anchored,0,2,1,2,,
,4/18/95,4:35:00 AM,4,Attempted,,Vietnam,Vietnam,816,7.9166667,106.6,1,1,,0,South China Sea,Kuanyin,,,Steaming,0,1,0,-99,,
,4/18/95,8:23:00 AM,1,Actual,Hijacked,Spratly Islands,Vietnam,816,11.0466667,114.2616667,1,1,,0,4.9 miles off Hong Kong waters,Vietxo 8,,,Steaming,1,1,1,1,,
,4/18/95,,-99,Actual,Boarding,Indonesia,Indonesia,850,-2.9765,104.75,4,1,,0,"River Passage, Palembang, Indonesia",Hafetzah,,,Steaming,1,1,1,2,,
,4/22/95,9:12:00 AM,1,Actual,Hijacked,Somalia,Somalia,520,12.15,50.8,1,1,,1,Somalia,Radnor,,,Steaming,1,1,1,1,,
,4/26/95,,-99,Actual,Boarding,Indonesia,Indonesia,850,-6.0886667,106.875,2,1,,1,"Berth 115, Tanjung Priok, Indonesia",Bass Reefer,,,Berthed,0,3,1,2,,
,4/28/95,5:00:00 PM,2,Attempted,,Somalia,Somalia,520,12.1333333,50.7166667,1,1,,1,Somalia,Ming Bright,,,Steaming,1,1,0,-99,,
,4/28/95,,-99,Actual,Boarding,Brazil,Brazil,140,-23.9761667,-46.2871667,2,1,,1,"Santos, Brazil",Nordcloud,,,Berthed,0,3,1,2,,
,4/29/95,7:00:00 AM,1,Attempted,,Philippines,Philippines,840,5.8833333,124.6,1,1,,0,"6 miles off Mindanao Coast, Philippines",Johanna,,,Steaming,1,1,0,-99,,
,5/1/95,12:00:00 AM,4,Actual,Boarding,Indonesia,Indonesia,850,-6.0433333,105.9166667,2,1,,1,"Anyer Inner Anchorage, Indonesia",LPG/C Prins Philips Willem,,,Anchored,0,2,1,2,,
,5/1/95,,-99,Attempted,,Yemen,Yemen,679,12.95,53.3833333,1,1,,1,Somalia,DSR Tianjin,,,Steaming,0,1,0,-99,,
,5/1/95,,-99,Attempted,,Yemen,Yemen,679,12.95,53.3833333,1,1,,0,"Somalia, East Africa",Darya Geeth,,,Steaming,1,1,0,-99,,
,5/3/95,,-99,Attempted,,Somalia,Somalia,520,4.7999,50.0678,3,1,,0,100NM off Somalia,LPG Gas Al-Kuwait,,,Steaming,1,1,0,-99,,
,5/3/95,,-99,Attempted,,Somalia,Somalia,520,12.1,50.85,1,1,,0,Somalia,Mecca 1,,,Steaming,1,1,0,-99,,
,5/3/95,,-99,Attempted,,Somalia,Somalia,520,12.2,51.0333333,1,1,,1,Somalia,Liliana Dimitrova,,,Steaming,1,1,0,-99,,
,5/5/95,,-99,Actual,Boarding,Malaysia,Malaysia,820,5.8266667,118.1166667,2,1,,0,"Shell timur Berth, Sandakan, Sabah, Malaysia",LPG Java Rainbow,,,Berthed,0,3,1,2,,
,5/5/95,,-99,Attempted,,Philippines,Philippines,840,5.8,124.3166667,1,1,,0,"18NM from Mindanao, Philippines",LPG Lady Rowena,,,Steaming,0,1,0,-99,,
,5/9/95,,-99,Actual,Boarding,Thailand,Thailand,800,13.3516667,100.6066667,2,1,,0,"Pier 22, Bangkok port, Thailand",Zim Bangkok,,,Anchored,0,2,1,2,,
,5/10/95,,-99,Actual,Boarding,Brazil,Brazil,140,-22.8933333,-43.1666667,2,1,,1,"Petrobras Terminal, Rio de Janeiro, Brazil",Stolt Spur,,,Unspecified,0,-99,1,2,,
,5/11/95,,-99,Actual,Missing,Denmark,Denmark,390,56.5878,11.3063,4,1,,0,"Between Anholt Isoalnd and Grena Island, Denmark",Anholt,,,Steaming,1,1,1,5,,
,5/12/95,1:05:00 PM,2,Actual,Boarding,China,China,710,22.1333333,113.5333333,1,1,,1,"China, PRC",Egmondgracht,,,Anchored,0,2,1,2,,
,5/12/95,,-99,Actual,Hijacked,Djibouti,Djibouti,522,12.0072,43.435,4,1,,0,"Djibouti, E. Africa",SB408,,,Unspecified,1,-99,1,1,,
,5/14/95,6:00:00 AM,4,Actual,Boarding,China,China,710,23.108,113.2753333,2,1,,0,"Guangzhou, China, PRC",Quebec,,,Berthed,0,3,1,2,,
,5/15/95,,-99,Actual,Boarding,Indonesia,Indonesia,850,-7.1885,112.7466667,2,1,,1,"Berth405, Surabaya port, Indonesia",Zervos,,,Berthed,0,3,1,2,,
,5/16/95,,-99,Actual,Boarding,Brazil,Brazil,140,-22.8933333,-43.1666667,2,1,,1,"At the Berth of Rio de Janeiro, Brazil",IBN Qutalbah,,,Unspecified,1,-99,1,2,,
,5/18/95,,-99,Actual,Boarding,Malaysia,Malaysia,820,1.323,104.1099,3,1,,1,"3NM off Horsburgh Light House, Singapore Straits",SMF 1104,,,Steaming,1,1,1,2,,
,5/21/95,10:50:00 PM,3,Actual,Boarding,China,China,710,22.1166667,113.8,1,1,,0,"Guishan Dao, Peral river estuary, China",Great Cheer,,,Anchored,0,2,1,2,,
,5/31/95,,-99,Actual,Hijacked,Somalia,Somalia,520,12.015,50.0833333,1,1,,0,"3NM off Alula, Somalia",Anomis,,,Steaming,1,1,1,1,,
,5/31/95,,-99,Actual,Hijacked,Somalia,Somalia,520,12.015,50.0833333,1,1,,0,"Alula, Somalia",Bonsella,,,Steaming,1,1,1,1,,
,6/1/95,,-99,Actual,Boarding,Taiwan,Taiwan,713,23.9273,119.5011,3,1,,1,"45 miles off the Taiwan west Coast, Taiwan Straits",,,,Steaming,0,1,1,2,,
,6/2/95,,-99,Actual,Boarding,Vietnam,Vietnam,816,10.344,107.0568333,2,1,,1,"Vung Tau Anchorage, Vietnam",Petro Concord,,,Anchored,0,2,1,2,,
,6/3/95,,-99,Attempted,,China,China,710,16.2216667,113.4316667,1,1,,0,Vietnam,Amer Prabha,,,Steaming,0,1,0,-99,,
,6/4/95,,-99,Attempted,,Philippines,Philippines,840,19.35,121.9666667,1,1,,0,Hong Kong - Luzon - Hainan Area,Svea Trader,,,Steaming,0,1,0,-99,,
,6/7/95,,-99,Actual,Boarding,India,India,750,23,70.3167,3,1,,0,"2.9NM SW of Tuna Buoy, Kandla, India",Agrilia,,,Steaming,0,1,1,2,,
,6/9/95,12:00:00 AM,4,Actual,Boarding,China,China,710,22.15,114.1333333,2,1,,0,"Lamma Anchorage ILD, Hong Kong",Robin,,,Anchored,0,2,1,2,,
,6/10/95,8:20:00 PM,3,Actual,Hijacked,China,China,710,22.7,114.5333333,1,1,,0,"Hainan, China",Faesongsan,,,Steaming,1,1,1,1,,
,6/12/95,,-99,Actual,Hijacked,China,China,710,22.1833333,113.8333333,1,1,,1,Between Hong Kong and Macau,GUIA,,,Steaming,1,1,1,1,,
,6/14/95,,-99,Actual,Boarding,Vietnam,Vietnam,816,10.344,107.0568333,1,1,,0,"Vung Tau, Vietnam",Ocean Bird,,,Anchored,0,2,1,2,,
,6/16/95,8:05:00 PM,3,Actual,Boarding,Indonesia,Indonesia,850,-2.9765,104.75,4,1,,0,"Plaju, Palembang River, Sumatera, Indonesia",Hafetzah,,,Unspecified,0,-99,1,2,,
,6/23/95,12:00:00 AM,4,Actual,Boarding,China,China,710,21.1765,110.4,2,1,,0,"Buoy 10, Zhanjiang Inner Anchorage, China",Prince of Tokyo,,,Anchored,0,2,1,2,,
,6/23/95,,-99,Actual,Hijacked,Cambodia,Cambodia,811,10.2285,102.5594,4,1,,1,Cambodian Territorial Waters,Hye Mieko,,,Unspecified,1,-99,1,1,,
,6/24/95,,-99,Attempted,,Indonesia,Indonesia,850,-6.0886667,106.875,2,1,,0,"Outer Roads, Jakarta Anchorage, Indonesia",Kassos,,,Anchored,0,2,0,-99,,
,6/30/95,,-99,Actual,Boarding,Indonesia,Indonesia,850,-2.8033333,104.9166667,1,1,,1,"Palembang River, Indonesia",Petro Concord,,,Steaming,0,1,1,2,,
,7/4/95,12:01:00 AM,4,Actual,Boarding,China,China,710,21.4616667,108.3816667,1,1,,0,"Fangcheng Anchorage, China",Dona,,,Anchored,0,2,1,2,,
